Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID
CHEMBL1911824,,0,555.0,1,4.24,18g,CN1CCN(C(=O)[C@@H](COCC2(C)CC2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)CC1,IC50,'=',50.0,nM,7.3,,,UO_0000065,13.16,0.26,3.06,8.69,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1911817,,0,577.0,1,4.64,16n,CN1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cccnc2Oc2ccc(C(F)(F)F)cc2Cl)CC1,IC50,'=',1.0,nM,9.0,,,UO_0000065,15.6,0.31,4.36,10.71,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL2163819,,0,499.44,0,4.01,8b,CN1CCN(C(=O)[C@@H](Cc2c[nH]c3ccccc23)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'>',4000.0,nM,,,,UO_0000065,,,,,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL574645,,0,397.56,0,1.15,"6, AMP-DNM",OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,IC50,'=',90.0,nM,7.05,,,UO_0000065,17.72,0.34,5.9,7.54,True,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL1911679,,0,404.55,0,3.43,"5, Genz-112638",CCCCCCCC(=O)N[C@@H](CN1CCCC1)[C@H](O)c1ccc2c(c1)OCCO2,IC50,'=',2.0,nM,8.7,,,UO_0000065,21.5,0.41,5.27,12.25,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2115067,,0,478.63,1,1.32,4a,CCCCCCCCCC(=O)N[C@H](CN[C@@H]1C=C(CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@H](O)c1ccccc1,IC50,,,,,,No inhibition,,,,,,False,CHEMBL682321,Compound tested for inhibitory activity against glucosylceramide synthase enzyme at a concentration of 1.0*10e-4M; no inhibitory activity,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1152055,1,Scientific Literature,Bioorg. Med. Chem. Lett.,1997,
CHEMBL3216319,,0,503.6,1,2.86,2,CCCCCCCCCN[C@@H]1[C@H](O)[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1NCCCCCCCCC.Cl.Cl,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL2015469,Inhibition of glucosylceramide synthase in human A549 cells at 50 uM after 15 mins,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2010653,1,Scientific Literature,ACS Med. Chem. Lett.,2011,CHEMBL3307651
CHEMBL408500,,0,289.42,0,0.5,NN-DNJ,CCCCCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,IC50,'=',1600.0,nM,5.8,,,UO_0000065,20.03,0.4,5.3,6.89,False,CHEMBL3599363,Inhibition of glucosylceramide synthase (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3596159,1,Scientific Literature,MedChemComm,2014,
CHEMBL2163833,,0,494.85,0,4.18,19,CN1CCN(C(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'=',3.0,nM,8.52,,,UO_0000065,17.22,0.36,4.34,16.19,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2163832,,0,529.3,1,4.83,18,CN1CCN(C(=O)[C@H](Cc2ccc(Cl)cc2Cl)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'=',4.0,nM,8.4,,,UO_0000065,15.87,0.35,3.57,15.95,False,CHEMBL2167349,Inhibition of GCS in human A549 cells assessed as decrease in GM1 synthesis after 72 hrs by Fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,CHEMBL3307651
CHEMBL2163832,,0,529.3,1,4.83,18,CN1CCN(C(=O)[C@H](Cc2ccc(Cl)cc2Cl)NC(=O)C2(c3ccc(Cl)cc3Cl)CC2)CC1,IC50,'=',12.0,nM,7.92,,,UO_0000065,14.96,0.33,3.09,15.04,False,CHEMBL2167350,Inhibition of GCS assessed as amount of UDP glucose after 3 hrs by Fluorometry analysis,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2163189,1,Scientific Literature,J. Med. Chem.,2012,
CHEMBL110458,MIGALASTAT,4,163.17,0,-2.97,20,OC[C@H]1NC[C@H](O)[C@@H](O)[C@H]1O,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1099879,Inhibition of GCS by cell-based assay,B,BAO_0000219,cell-based format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154826,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL307429,DUVOGLUSTAT,2,163.17,0,-2.97,8,OC[C@H]1NC[C@H](O)[C@@H](O)[C@@H]1O,IC50,'>',100000.0,nM,,,,UO_0000065,,,,,False,CHEMBL1099879,Inhibition of GCS by cell-based assay,B,BAO_0000219,cell-based format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1154826,1,Scientific Literature,J. Med. Chem.,2010,
CHEMBL3354043,,0,445.56,0,1.81,37,COc1cccc(-c2ccc(COCCCCCN3C[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO)cc2)c1,IC50,'=',150.0,nM,6.82,,,UO_0000065,15.32,0.29,5.01,6.65,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354047,,0,440.54,0,1.67,41,N#Cc1ccccc1-c1ccc(COCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,IC50,'=',150.0,nM,6.82,,,UO_0000065,15.49,0.29,5.15,5.82,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354014,,0,345.48,0,0.51,7,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC1CCCCC1,IC50,'=',500.0,nM,6.3,,,UO_0000065,18.24,0.36,5.79,6.75,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1086996,,0,397.56,0,1.15,"4, ido-AMP-DNM",OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC12CC3CC(CC(C3)C1)C2,IC50,'=',100.0,nM,7.0,,,UO_0000065,17.61,0.34,5.85,7.5,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354037,,0,463.57,0,3.03,31,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc2ccc3cccc4ccc1c2c34,IC50,'=',3.0,nM,8.52,,,UO_0000065,18.39,0.34,5.49,9.13,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354054,,0,459.54,0,1.53,48,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccc3c(c2)OCO3)cc1,IC50,'=',25.0,nM,7.6,,,UO_0000065,16.54,0.31,6.07,6.8,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354061,,0,434.51,0,1.33,55,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccc(F)nc2)cc1,IC50,'=',750.0,nM,6.12,,,UO_0000065,14.1,0.27,4.79,5.76,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354064,,0,416.52,0,1.19,58,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cn1,IC50,'=',200.0,nM,6.7,,,UO_0000065,16.08,0.3,5.51,6.3,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354022,,0,389.49,0,1.29,16,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc2ccccc2c1,IC50,'=',3.0,nM,8.52,,,UO_0000065,21.88,0.42,7.23,9.13,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354041,,0,429.56,0,2.11,35,Cc1ccccc1-c1ccc(COCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,IC50,'=',25.0,nM,7.6,,,UO_0000065,17.7,0.33,5.49,8.14,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354045,,0,440.54,0,1.67,39,N#Cc1ccc(-c2ccc(COCCCCCN3C[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO)cc2)cc1,IC50,'=',150.0,nM,6.82,,,UO_0000065,15.49,0.29,5.15,5.82,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354055,,0,473.57,0,1.57,49,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccc3c(c2)OCCO3)cc1,IC50,'=',40.0,nM,7.4,,,UO_0000065,15.62,0.3,5.83,6.61,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354620,,0,451.51,0,2.04,59,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CC(F)(F)CCCOCc1ccc(-c2ccccc2)cc1,IC50,'=',1250.0,nM,5.9,,,UO_0000065,13.07,0.25,3.86,6.32,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354023,,0,439.55,0,2.44,17,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1cc2ccccc2c2ccccc12,IC50,,,,,,Not Active,,,,,,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354059,,0,417.51,0,0.59,53,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2cncnc2)cc1,IC50,'=',2000.0,nM,5.7,,,UO_0000065,13.65,0.26,5.11,4.78,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1086997,LUCERASTAT,3,219.28,0,-1.45,78,CCCCN1C[C@H](O)[C@@H](O)[C@@H](O)[C@H]1CO,IC50,'=',10000.0,nM,5.0,,,UO_0000065,22.8,0.46,6.45,5.94,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354019,,0,397.56,0,1.0,13,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCC1C2CC3CC(C2)CC1C3,IC50,'=',300.0,nM,6.52,,,UO_0000065,16.41,0.32,5.52,6.98,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354629,,0,429.56,0,2.36,68,C[C@@H](OCCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO)c1ccc(-c2ccccc2)cc1,IC50,'=',30.0,nM,7.52,,,UO_0000065,17.51,0.33,5.16,8.06,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354637,,0,433.52,0,1.94,76,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(F)c1,IC50,'=',2.5,nM,8.6,,,UO_0000065,19.84,0.38,6.66,9.21,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354042,,0,445.56,0,1.81,36,COc1ccc(-c2ccc(COCCCCCN3C[C@H](O)[C@@H](O)[C@H](O)[C@H]3CO)cc2)cc1,IC50,'=',25.0,nM,7.6,,,UO_0000065,17.06,0.32,5.79,7.41,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354044,,0,445.56,0,1.81,38,COc1ccccc1-c1ccc(COCCCCCN2C[C@H](O)[C@@H](O)[C@H](O)[C@H]2CO)cc1,IC50,'=',50.0,nM,7.3,,,UO_0000065,16.39,0.31,5.49,7.11,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354048,,0,433.52,0,1.94,42,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccc(F)cc2)cc1,IC50,'=',25.0,nM,7.6,,,UO_0000065,17.54,0.33,5.66,8.14,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354060,,0,434.51,0,1.33,54,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccnc(F)c2)cc1,IC50,'=',150.0,nM,6.82,,,UO_0000065,15.7,0.3,5.49,6.42,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354626,,0,483.53,0,2.82,65,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1C(F)(F)F,IC50,'=',25.0,nM,7.6,,,UO_0000065,15.72,0.31,4.78,8.14,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354027,,0,410.56,0,0.39,21,O=C(CCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO)NC12CC3CC(CC(C3)C1)C2,IC50,'=',400.0,nM,6.4,,,UO_0000065,15.58,0.3,6.01,5.65,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL1076754,,0,219.28,0,-1.45,77,CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@@H]1CO,IC50,'=',10000.0,nM,5.0,,,UO_0000065,22.8,0.46,6.45,5.94,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354634,,0,483.53,0,2.82,73,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)cc1C(F)(F)F,IC50,'=',3.0,nM,8.52,,,UO_0000065,17.63,0.34,5.7,9.13,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354635,,0,483.53,0,2.82,74,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc(-c2ccccc2)c(C(F)(F)F)c1,IC50,'=',3.0,nM,8.52,,,UO_0000065,17.63,0.34,5.7,9.13,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354035,,0,389.49,0,1.29,29,OC[C@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCOCc1ccc2ccccc2c1,IC50,'=',3.0,nM,8.52,,,UO_0000065,21.88,0.42,7.23,9.13,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL3354017,,0,381.56,0,1.91,11,OC[C@@H]1[C@@H](O)[C@H](O)[C@@H](O)CN1CCCCCCC12CC3CC(CC(C3)C1)C2,IC50,,,,,,Not Active,,,,,,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL2170199,,0,410.56,0,0.39,8,O=C(CCCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO)NC12CC3CC(CC(C3)C1)C2,IC50,'=',1000.0,nM,6.0,,,UO_0000065,14.61,0.28,5.61,5.3,False,CHEMBL3384689,Inhibition of glucosylceramide synthase (unknown origin) assessed as catabolism of NBD-glucosylceramide,B,BAO_0000357,single protein format,Homo sapiens,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL3352260,1,Scientific Literature,J. Med. Chem.,2014,
CHEMBL2024681,,0,461.76,1,7.63,RBM2-1C,CCCCCCCCCCCCCS/C=C/[C@H](CO)NC(=O)c1ccc(C(C)(C)C)cc1,Inhibition,,,,,,Not Active,,,,,,False,CHEMBL2026170,Inhibition of GlcCer synthase in human A549 cells using CerC6NBD as substrate preincubated for 24 hrs prior substrate addition measured after 3 hrs by HPLC-FD analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,A549,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL2021903,1,Scientific Literature,Bioorg. Med. Chem.,2012,CHEMBL3307651
CHEMBL1911812,,0,587.9,1,4.38,16i,CN1CCN(C(=O)[C@@H](COCc2ccccc2)NC(=O)c2cc(Br)cnc2Oc2ccc(Cl)cc2)CC1,IC50,'=',110.0,nM,6.96,,,UO_0000065,11.84,0.26,2.58,8.28,False,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
CHEMBL1029,MIGLUSTAT,4,219.28,0,-1.45,"4, Zavesca",CCCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,IC50,'=',22000.0,nM,4.66,,,UO_0000065,21.24,0.42,6.11,5.53,True,CHEMBL1912402,Inhibition of GCS assessed as amount of UDP-glucose consumed during enzyme-catalyzed reaction,B,BAO_0000357,single protein format,,,,,,CHEMBL2063,Ceramide glucosyltransferase,Homo sapiens,SINGLE PROTEIN,CHEMBL1909535,1,Scientific Literature,Bioorg. Med. Chem. Lett.,2011,
